Code établissement;Appellation officielle;Dénomination principale;Patronyme uai;Secteur Public/Privé;Adresse;Lieu dit;Boite postale;Code postal;Localite d'acheminement;Commune;Coordonnee X;Coordonnee Y;EPSG;Latitude;Longitude;Qualité d'appariement;Localisation;Code nature;Nature;Code état établissement;Etat établissement;Code département;Code région;Code académie;Code commune;Département;Région;Académie;Position;secteur_prive_code_type_contrat;secteur_prive_libelle_type_contrat;code_ministere;libelle_ministere
0134286N;COLLEGE LES ENTRELACS;ECOLE SECONDAIRE PRIVEE;COLLEGE LES ENTRELACS;Privé;41 rue Clovis Hugues;;;13003;MARSEILLE;Marseille  3e  Arrondissement;893642.4;6248557.8;EPSG:2154;43.309851002952385;5.385781041759284;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;13;93;2;13203;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.309851003,5.38578104176;10;HORS CONTRAT;6;MINISTERE DE L'EDUCATION NATIONALE
0134320A;école élémentaire publique Antoine de Ruffi;ECOLE ELEMENTAIRE PUBLIQUE;ANTOINE DE RUFFI;Public;2 rue Urbain V;;;13002;MARSEILLE;Marseille  2e  Arrondissement;892219.7;6249140.0;EPSG:2154;43.315471183370754;5.368478233866817;Correcte;Rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13202;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.3154711834,5.36847823387;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0040003G;Lycée général André Honnorat;LYCEE POLYVALENT;ANDRE HONNORAT;Public;1  RUE HONNORAT;;;4400;BARCELONNETTE;Barcelonnette;990800.5;6372252.3;EPSG:2154;44.388777851688836;6.651860207203217;Parfaite;Numéro de rue;306;LYCEE POLYVALENT;1;OUVERT;4;93;2;4019;Alpes-de-Haute-Provence;Provence-Alpes-Côte d'Azur;Aix-Marseille;44.3887778517,6.6518602072;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0040034R;Lycée professionnel privé Le Sacré-Coeur;LYCEE POLYVALENT PRIVE;LE SACRE COEUR;Privé;2  AVENUE DES THERMES;;;4000;DIGNE LES BAINS;Digne-les-Bains;959473.9;6337811.5;EPSG:2154;44.09137190685095;6.241189866814093;Parfaite;Numéro de rue;306;LYCEE POLYVALENT;1;OUVERT;4;93;2;4070;Alpes-de-Haute-Provence;Provence-Alpes-Côte d'Azur;Aix-Marseille;44.0913719069,6.24118986681;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;6;MINISTERE DE L'EDUCATION NATIONALE
0040490L;Lycée général et technologique Pierre-Gilles de Gennes;LYCEE GENERAL ET TECHNOLOGIQUE;PIERRE-GILLES DE GENNES;Public;2 route DE MARSEILLE;;;4000;DIGNE LES BAINS;Digne-les-Bains;954812.0;6335664.0;EPSG:2154;44.073765764120616;6.181939481637232;Parfaite;Numéro de rue;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;1;OUVERT;4;93;2;4070;Alpes-de-Haute-Provence;Provence-Alpes-Côte d'Azur;Aix-Marseille;44.0737657641,6.18193948164;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0050035L;Lycée général privé Saint Joseph;LYCEE GENERAL PRIVE;ST JOSEPH;Privé;2 RUE DES PINS;;;5000;GAP;Gap;944339.9;6389840.7;EPSG:2154;44.56478394961064;6.0776594534504085;Parfaite;Numéro de rue;302;LYCEE D ENSEIGNEMENT GENERAL;1;OUVERT;5;93;2;5061;Hautes-Alpes;Provence-Alpes-Côte d'Azur;Aix-Marseille;44.5647839496,6.07765945345;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;6;MINISTERE DE L'EDUCATION NATIONALE
0130013U;Lycée professionnel Gustave Eiffel;LYCEE PROFESSIONNEL;GUSTAVE EIFFEL;Public;5 avenue MANOUCHIAN;;543;13400;AUBAGNE;Aubagne;906978.0;6246461.0;EPSG:2154;43.28725007804286;5.549138786733128;MANUEL;BATIMENT;320;LYCEE PROFESSIONNEL;1;OUVERT;13;93;2;13005;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.287250078,5.54913878673;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130040Y;Lycée général et technologique Thiers;LYCEE GENERAL ET TECHNOLOGIQUE;THIERS;Public;5 place du Lycée;;;13232;MARSEILLE CEDEX 01;Marseille  1er Arrondissement;893428.7;6247105.9;EPSG:2154;43.296854155506374;5.382610144906995;Correcte;Numéro de rue;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;1;OUVERT;13;93;2;13201;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.2968541555,5.38261014491;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130048G;Lycée général et technologique Saint-Exupéry;LYCEE GENERAL ET TECHNOLOGIQUE;SAINT EXUPERY;Public;529 chemin DE LA MADRAGUE VILLE;;;13326;MARSEILLE CEDEX 15;Marseille 15e  Arrondissement;891000.3;6252566.0;EPSG:2154;43.34660530479218;5.35472053976269;Correcte;Numéro de rue;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;1;OUVERT;13;93;2;13215;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.3466053048,5.35472053976;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130050J;Lycée polyvalent Denis Diderot - Lycée des métiers d'art, du design et de l'éco-habitat;LPO LYCEE DES METIERS;DENIS DIDEROT;Public;23 boulevard LAVERAN;;;13202;MARSEILLE CEDEX 02;Marseille 13e  Arrondissement;895893.7;6250361.6;EPSG:2154;43.32545465620047;5.414180374228703;Moyenne;Numéro de rue;306;LYCEE POLYVALENT;1;OUVERT;13;93;2;13213;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.3254546562,5.41418037423;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130065A;Lycée professionnel La Viste - Lycée des métiers de la santé et du social;LP LYCEE DES METIERS;VISTE (LA);Public;30  TRAVERSE BONNET;;;13015;MARSEILLE;Marseille 15e  Arrondissement;891021.0;6253950.0;EPSG:2154;43.35904471588193;5.355484414834365;MANUEL;BATIMENT;320;LYCEE PROFESSIONNEL;1;OUVERT;13;93;2;13215;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.3590447159,5.35548441483;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130071G;Lycée professionnel Colbert - Lycée des métiers des services aux entreprises et à la personne;LP LYCEE DES METIERS;COLBERT;Public;13  RUE CAPITAINE DESSEMOND;;;13177;MARSEILLE CEDEX 20;Marseille  7e  Arrondissement;891404.8;6246084.4;EPSG:2154;43.28821563399668;5.357319576273306;Moyenne;Numéro de rue;320;LYCEE PROFESSIONNEL;1;OUVERT;13;93;2;13207;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.288215634,5.35731957627;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130157A;Lycée Professionnel Les Ferrages;LYCEE PROFESSIONNEL;LES FERRAGES;Public;BOULEVARD JOLIOT-CURIE;;;13250;ST CHAMAS;Saint-Chamas;864692.9;6274174.1;EPSG:2154;43.54751272510955;5.037420365119602;Parfaite;Numéro de rue;320;LYCEE PROFESSIONNEL;1;OUVERT;13;93;2;13092;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.5475127251,5.03742036512;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130160D;Lycée général et technologique l'Empéri;LYCEE GENERAL ET TECHNOLOGIQUE;EMPERI (L');Public;21 montée  DU PUECH;;;13300;SALON DE PROVENCE;Salon-de-Provence;869295.9;6284405.4;EPSG:2154;43.63845394285048;5.097699508167004;Parfaite;Numéro de rue;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;1;OUVERT;13;93;2;13103;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.6384539429,5.09769950817;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130171R;Lycée professionnel lycée des métiers Charles Privat;LP LYCEE DES METIERS;CHARLES PRIVAT;Public;10 rue LUCIEN GUINTOLI;;71;13631;ARLES CEDEX;Arles;831202.9;6287023.3;EPSG:2154;43.67008560492237;4.626520380489881;Parfaite;Numéro de rue;320;LYCEE PROFESSIONNEL;1;OUVERT;13;93;2;13004;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.6700856049,4.62652038049;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0131319N;Lycée général privé La Nativité;LYCEE GENERAL PRIVE;NATIVITE (LA);Privé;8  RUE JEAN ANDREANI LA BEAUVALE;;;13097;AIX EN PROVENCE CEDEX 2;Aix-en-Provence;896864.9;6271133.6;EPSG:2154;43.511973054854835;5.43403036198567;Parfaite;Numéro de rue;302;LYCEE D ENSEIGNEMENT GENERAL;1;OUVERT;13;93;2;13001;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.5119730549,5.43403036199;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;6;MINISTERE DE L'EDUCATION NATIONALE
0131344R;Cours Bastide (Lycée général privé);LYCEE GENERAL PRIVE;COURS BASTIDE;Privé;50  RUE DE LODI;;;13006;MARSEILLE;Marseille  6e  Arrondissement;893802.5;6246322.2;EPSG:2154;43.28970596843975;5.38692000476291;Parfaite;Numéro de rue;302;LYCEE D ENSEIGNEMENT GENERAL;1;OUVERT;13;93;2;13206;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.2897059684,5.38692000476;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;6;MINISTERE DE L'EDUCATION NATIONALE
0040002F;Collège du Pays de Banon;COLLEGE;PAYS DE BANON (DU);Public;PLACE CHARLES VIAL;;27;4150;BANON;Banon;910730.3;6330050.2;EPSG:2154;44.037871077330024;5.629589777630617;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;4;93;2;4018;Alpes-de-Haute-Provence;Provence-Alpes-Côte d'Azur;Aix-Marseille;44.0378710773,5.62958977763;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0040021B;Collège Marcel André;COLLEGE;MARCEL ANDRE;Public;PLACE PROMENOIR;LE PROMENOIR;;4140;SEYNE LES ALPES;Seyne;967516.0;6366924.5;EPSG:2154;44.35016520974136;6.356979551984686;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;4;93;2;4205;Alpes-de-Haute-Provence;Provence-Alpes-Côte d'Azur;Aix-Marseille;44.3501652097,6.35697955198;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0040041Y;Section d'enseignement général et professionnel adapté du Collège Jean Giono;SEGPA;CLG JEAN GIONO;Public;CHEMIN DES ADRECHS QUA VARZELLE;;;4100;MANOSQUE;Manosque;923329.0;6306849.0;EPSG:2154;43.82531251715252;5.776499993006937;MANUEL;BATIMENT;390;SECTION ENSEIGNT GEN. ET PROF. ADAPTE;1;OUVERT;4;93;2;4112;Alpes-de-Haute-Provence;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.8253125172,5.77649999301;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0040067B;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;BANON (DE);Public;Rue de l'industrie;;;4150;BANON;Banon;910770.9;6330108.9;EPSG:2154;44.038386922811995;5.630120417508949;Parfaite;Rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;4;93;2;4018;Alpes-de-Haute-Provence;Provence-Alpes-Côte d'Azur;Aix-Marseille;44.0383869228,5.63012041751;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0040082T;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;;Public;LE VILLAGE;Le Village;;4270;BRAS D ASSE;Bras-d'Asse;950986.0;6318857.0;EPSG:2154;43.9240000592682;6.125909042604004;MANUEL;BATIMENT;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;4;93;2;4031;Alpes-de-Haute-Provence;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.9240000593,6.1259090426;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0040088Z;Groupe scolaire Marcel Roux;ECOLE PRIMAIRE PUBLIQUE;GROUPE SCOLAIRE MARCEL ROUX;Public;Quartier L''ARZIERAS;l'Arziéras;;4420;LE BRUSQUET;Le Brusquet;964971.3;6345961.3;EPSG:2154;44.16260810446271;6.314050497055305;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;4;93;2;4036;Alpes-de-Haute-Provence;Provence-Alpes-Côte d'Azur;Aix-Marseille;44.1626081045,6.31405049706;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0040090B;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;;Public;Avenue Frédéric Mistral;;;4120;CASTELLANE;Castellane;982325.2;6311546.3;EPSG:2154;43.846416463437144;6.511690446149668;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;4;93;2;4039;Alpes-de-Haute-Provence;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.8464164634,6.51169044615;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0040091C;Ecole maternelle;ECOLE MATERNELLE PUBLIQUE;;Public;RUE DE LA COUSSIERE;Le Village;;4700;LE CASTELLET;Le Castellet;939207.0;6320027.1;EPSG:2154;43.93862001508341;5.979899644789638;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;4;93;2;4041;Alpes-de-Haute-Provence;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.9386200151,5.97989964479;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0040105T;Ecole maternelle Paul Lapie;ECOLE MATERNELLE PUBLIQUE;PAUL LAPIE;Public;1 avenue des Ecoles;;;4600;CHATEAU ARNOUX ST AUBAN;Château-Arnoux-Saint-Auban;939602.3;6334549.4;EPSG:2154;44.06909172718004;5.99167028153998;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;4;93;2;4049;Alpes-de-Haute-Provence;Provence-Alpes-Côte d'Azur;Aix-Marseille;44.0690917272,5.99167028154;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0040106U;Ecole élémentaire;ECOLE ELEMENTAIRE PUBLIQUE;;Public;Place de la Mairie;Le Village;;4200;CHATEAUNEUF VAL ST DONAT;Châteauneuf-Val-Saint-Donat;936096.0;6337116.0;EPSG:2154;44.093362459866704;5.949127997698455;MANUEL;BATIMENT;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;4;93;2;4053;Alpes-de-Haute-Provence;Provence-Alpes-Côte d'Azur;Aix-Marseille;44.0933624599,5.9491279977;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0040109X;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;;Public;8 route de l'Ecole;Le Village;;5110;CLARET;Claret;935362.5;6368082.0;EPSG:2154;44.37214032606787;5.954440019541955;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;4;93;2;4058;Alpes-de-Haute-Provence;Provence-Alpes-Côte d'Azur;Aix-Marseille;44.3721403261,5.95444001954;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0040126R;Ecole primaire LES AUGIERS;ECOLE PRIMAIRE PUBLIQUE;LES AUGIERS;Public;;LES AUGIERS;;4000;DIGNE LES BAINS;Digne-les-Bains;954247.5;6336485.8;EPSG:2154;44.08136068537781;6.17531039674967;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;4;93;2;4070;Alpes-de-Haute-Provence;Provence-Alpes-Côte d'Azur;Aix-Marseille;44.0813606854,6.17531039675;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0040133Y;Ecole primaire  Félix Esclangon - LA SEBE;ECOLE PRIMAIRE PUBLIQUE;LA SEBE F. ESCLANGON;Public;28 avenue Henri Jaubert la Sebe;;;4000;DIGNE LES BAINS;Digne-les-Bains;958060.8;6337207.2;EPSG:2154;44.08645801248541;6.223249978978507;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;4;93;2;4070;Alpes-de-Haute-Provence;Provence-Alpes-Côte d'Azur;Aix-Marseille;44.0864580125,6.22324997898;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0040153V;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;;Public;Rue du Professeur Francis Arnaud;;;4160;L ESCALE;L'Escale;942206.7;6336394.7;EPSG:2154;44.084795095831154;6.025039390144988;Parfaite;Rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;4;93;2;4079;Alpes-de-Haute-Provence;Provence-Alpes-Côte d'Azur;Aix-Marseille;44.0847950958,6.02503939014;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0040159B;Ecole primaire privée Saint Joseph;ECOLE PRIMAIRE PRIVEE;ST JOSEPH;Privé;5 place Aimé Gassier;;;4400;BARCELONNETTE;Barcelonnette;990859.9;6371915.8;EPSG:2154;44.38572729453899;6.652409763523522;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;4;93;2;4019;Alpes-de-Haute-Provence;Provence-Alpes-Côte d'Azur;Aix-Marseille;44.3857272945,6.65240976352;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;6;MINISTERE DE L'EDUCATION NATIONALE
0040174T;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;;Public;Rue André Malraux;;;4800;GREOUX LES BAINS;Gréoux-les-Bains;932336.3;6299683.3;EPSG:2154;43.75796619580787;5.88513031846814;Correcte;Rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;4;93;2;4094;Alpes-de-Haute-Provence;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.7579661958,5.88513031847;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0040209F;Ecole maternelle Paul Langevin;ECOLE MATERNELLE PUBLIQUE;PAUL LANGEVIN;Public;Avenue du Stade;;;4190;LES MEES;Les Mées;938423.2;6330312.7;EPSG:2154;44.03138878984319;5.974969950705471;Parfaite;Rue;101;ECOLE MATERNELLE;1;OUVERT;4;93;2;4116;Alpes-de-Haute-Provence;Provence-Alpes-Côte d'Azur;Aix-Marseille;44.0313887898,5.97496995071;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0040236K;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;;Public;LE VILLAGE;Le Village;;4230;ONGLES;Ongles;919035.9;6329267.8;EPSG:2154;44.02829576108979;5.732811940263464;Correcte;Ville;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;4;93;2;4141;Alpes-de-Haute-Provence;Provence-Alpes-Côte d'Azur;Aix-Marseille;44.0282957611,5.73281194026;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0040249Z;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;;Public;LA PROMENADE;Le Village;;4300;PIERRERUE;Pierrerue;927460.0;6321432.7;EPSG:2154;43.955152627116675;5.83431957369988;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;4;93;2;4151;Alpes-de-Haute-Provence;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.9551526271,5.8343195737;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0040250A;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;;Public;Rue Gaston Berger;;;4860;PIERREVERT;Pierrevert;921468.7;6305068.6;EPSG:2154;43.80988663948226;5.7526196507209315;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;4;93;2;4152;Alpes-de-Haute-Provence;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.8098866395,5.75261965072;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0040260L;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;;Public;Rue des Ecoles;Le Village;;4150;REVEST DU BION;Revest-du-Bion;903987.0;6334855.0;EPSG:2154;44.083081277477774;5.547436673763761;MANUEL;BATIMENT;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;4;93;2;4163;Alpes-de-Haute-Provence;Provence-Alpes-Côte d'Azur;Aix-Marseille;44.0830812775,5.54743667376;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0040262N;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;;Public;Rue Jules Henry;;;4500;RIEZ;Riez;948584.1;6307146.3;EPSG:2154;43.81954506196052;6.090320089912675;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;4;93;2;4166;Alpes-de-Haute-Provence;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.819545062,6.09032008991;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0040268V;Ecole primaire;ECOLE PRIMAIRE  PUBLIQUE;;Public;1 place Marcel Pastorelli;;;4170;ST ANDRE LES ALPES;Saint-André-les-Alpes;981469.6;6325121.3;EPSG:2154;43.968805068842144;6.508559816599244;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;4;93;2;4173;Alpes-de-Haute-Provence;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.9688050688,6.5085598166;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0040287R;Ecole maternelle Langevin-Wallon;ECOLE MATERNELLE PUBLIQUE;LANGEVIN WALLON;Public;Rue Marcel Cachin;;;4220;STE TULLE;Sainte-Tulle;922692.3;6302552.7;EPSG:2154;43.786875598195735;5.76672007708682;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;4;93;2;4197;Alpes-de-Haute-Provence;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.7868755982,5.76672007709;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0040305K;Ecole primaire Verdun;ECOLE PRIMAIRE PUBLIQUE;VERDUN;Public;5 allée de Verdun;;;4200;SISTERON;Sisteron;935269.8;6348421.8;EPSG:2154;44.19532830298007;5.944080321669785;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;4;93;2;4209;Alpes-de-Haute-Provence;Provence-Alpes-Côte d'Azur;Aix-Marseille;44.195328303,5.94408032167;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0040313U;Ecole primaire Delaplane - Le Thor;ECOLE PRIMAIRE PUBLIQUE;DELAPLANE;Public;51 avenue du Jabron;LE THOR;;4200;SISTERON;Sisteron;934874.0;6347256.3;EPSG:2154;44.1849777729271;5.938589484448551;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;4;93;2;4209;Alpes-de-Haute-Provence;Provence-Alpes-Côte d'Azur;Aix-Marseille;44.1849777729,5.93858948445;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0040327J;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;;Public;Tourniaires;les Tourniaires;;4200;VALBELLE;Valbelle;930801.2;6343056.6;EPSG:2154;44.14855476967594;5.885759658926394;Parfaite;Rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;4;93;2;4229;Alpes-de-Haute-Provence;Provence-Alpes-Côte d'Azur;Aix-Marseille;44.1485547697,5.88575965893;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0040339X;Ecole maternelle;ECOLE MATERNELLE PUBLIQUE;;Public;Lotissement la Massotte;;;4180;VILLENEUVE;Villeneuve;930159.2;6314342.9;EPSG:2154;43.890513078202446;5.86472055814872;Parfaite;Rue;101;ECOLE MATERNELLE;1;OUVERT;4;93;2;4242;Alpes-de-Haute-Provence;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.8905130782,5.86472055815;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0040356R;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;;Public;52   GRANDE RUE;Le Village;;4140;SEYNE LES ALPES;Seyne;967257.7;6366978.0;EPSG:2154;44.350745129592134;6.3537706172157105;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;4;93;2;4205;Alpes-de-Haute-Provence;Provence-Alpes-Côte d'Azur;Aix-Marseille;44.3507451296,6.35377061722;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0040462F;Collège privé Saint Charles;COLLEGE PRIVE;ST CHARLES;Privé;11 BOULEVARD CASIMIR PELLOUTIER;;;4100;MANOSQUE;Manosque;923673.0;6307847.1;EPSG:2154;43.83417993074087;5.781210059786995;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;4;93;2;4112;Alpes-de-Haute-Provence;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.8341799307,5.78121005979;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;6;MINISTERE DE L'EDUCATION NATIONALE
0040497U;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;;Public;Complexe Communal;Le Claux;;5110;CURBANS;Curbans;941601.2;6374474.4;EPSG:2154;44.42751213853119;6.035760048244838;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;4;93;2;4066;Alpes-de-Haute-Provence;Provence-Alpes-Côte d'Azur;Aix-Marseille;44.4275121385,6.03576004824;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0040524Y;Collège Pierre Girardot;COLLEGE;PIERRE GIRARDOT;Public;26  CHEMIN ALEXANDRE DUMAS;;;4220;STE TULLE;Sainte-Tulle;922223.5;6302252.7;EPSG:2154;43.784325252954964;5.760770214707838;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;4;93;2;4197;Alpes-de-Haute-Provence;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.784325253,5.76077021471;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0040577F;MFREO de Bléone Durance à Chateau Arnoux;MAISON FAMILIALE RURALE;BLÉONE DURANCE - CHATEAU ARNOUX;Privé;1 rue Victorin Morel;;;4160;CHATEAU ARNOUX ST AUBAN;Château-Arnoux-Saint-Auban;940788.5;6337327.4;EPSG:2154;44.09367109085931;6.0077874743353155;Correcte;Rue;380;MAISON FAMILIALE RURALE EDUCATION ORIENT;1;OUVERT;4;93;2;4049;Alpes-de-Haute-Provence;Provence-Alpes-Côte d'Azur;Aix-Marseille;44.0936710909,6.00778747434;99;SANS OBJET;3;AGRICULTURE
0040580J;les Tandems du Savoir;ECOLE ELEMENTAIRE PRIVEE;LES TANDEMS DU SAVOIR;Privé;Lieu-dit;Mairie de Noyers s/Jabron;;4200;NOYERS SUR JABRON;Noyers-sur-Jabron;921405.7;6348552.4;EPSG:2154;44.201017843728025;5.770794189789453;Mauvaise;Ville;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;4;93;2;4139;Alpes-de-Haute-Provence;Provence-Alpes-Côte d'Azur;Aix-Marseille;44.2010178437,5.77079418979;10;HORS CONTRAT;6;MINISTERE DE L'EDUCATION NATIONALE
